region,Sport,Season,Event,0
France,Canoeing,Summer,"Canoeing Men's Kayak Singles, Slalom",4
France,Canoeing,Summer,"Canoeing Women's Kayak Doubles, 500 metres",2
France,Canoeing,Summer,"Canoeing Women's Kayak Singles, Slalom",4
France,Cricket,Summer,Cricket Men's Cricket,3
France,Croquet,Summer,Croquet Mixed Doubles,2
France,Croquet,Summer,"Croquet Mixed Singles, One Ball",3
France,Croquet,Summer,"Croquet Mixed Singles, Two Balls",3
France,Cross Country Skiing,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,4
France,Cross Country Skiing,Winter,Cross Country Skiing Men's Sprint,1
France,Curling,Winter,Curling Men's Curling,4
France,Cycling,Summer,"Cycling Men's 1,000 metres Time Trial",8
France,Cycling,Summer,"Cycling Men's 10,000 metres",2
France,Cycling,Summer,Cycling Men's 100 kilometres,2
France,Cycling,Summer,Cycling Men's 100 kilometres Team Time Trial,4
France,Cycling,Summer,Cycling Men's 20 kilometres,2
France,Cycling,Summer,Cycling Men's 25 kilometres,2
France,Cycling,Summer,Cycling Men's 333 metres Time Trial,2
France,Cycling,Summer,"Cycling Men's 5,000 metres",3
France,Cycling,Summer,"Cycling Men's Individual Pursuit, 4,000 metres",3
France,Cycling,Summer,Cycling Men's Keirin,1
France,Cycling,Summer,"Cycling Men's Mountainbike, Cross-Country",5
France,Cycling,Summer,Cycling Men's Omnium,1
France,Cycling,Summer,Cycling Men's Points Race,1
France,Cycling,Summer,"Cycling Men's Road Race, Individual",10
France,Cycling,Summer,"Cycling Men's Road Race, Team",24
France,Cycling,Summer,Cycling Men's Sprint,20
France,Cycling,Summer,"Cycling Men's Tandem Sprint, 2,000 metres",12
France,Cycling,Summer,"Cycling Men's Team Pursuit, 4,000 metres",20
France,Cycling,Summer,Cycling Men's Team Sprint,16
France,Cycling,Summer,Cycling Women's 500 metres Time Trial,1
France,Cycling,Summer,Cycling Women's BMX,2
France,Cycling,Summer,"Cycling Women's Individual Pursuit, 3,000 metres",2
France,Cycling,Summer,Cycling Women's Individual Time Trial,2
France,Cycling,Summer,"Cycling Women's Mountainbike, Cross-Country",1
France,Cycling,Summer,Cycling Women's Points Race,1
France,Cycling,Summer,"Cycling Women's Road Race, Individual",2
France,Cycling,Summer,Cycling Women's Sprint,2
France,Diving,Summer,Diving Women's Springboard,1
France,Equestrianism,Summer,"Equestrianism Men's Dressage, Individual",5
France,Equestrianism,Summer,"Equestrianism Men's Dressage, Team",9
France,Equestrianism,Summer,"Equestrianism Men's Jumping, Individual",4
France,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",4
France,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Individual",3
France,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Team",4
France,Equestrianism,Summer,"Equestrianism Men's Vaulting, Individual",1
France,Equestrianism,Summer,"Equestrianism Men's Vaulting, Team",3
France,Equestrianism,Summer,"Equestrianism Mixed Dressage, Individual",2
France,Equestrianism,Summer,Equestrianism Mixed Four-In-Hand Competition,2
France,Equestrianism,Summer,Equestrianism Mixed Hacks And Hunter Combined,3
France,Equestrianism,Summer,Equestrianism Mixed High Jump,1
France,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",4
France,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",22
France,Equestrianism,Summer,Equestrianism Mixed Long Jump,1
France,Equestrianism,Summer,"Equestrianism Mixed Three-Day Event, Individual",2
France,Equestrianism,Summer,"Equestrianism Mixed Three-Day Event, Team",9
France,Fencing,Summer,"Fencing Men's Foil, Individual",27
France,Fencing,Summer,"Fencing Men's Foil, Masters, Individual",4
France,Fencing,Summer,"Fencing Men's Foil, Team",90
France,Fencing,Summer,"Fencing Men's Sabre, Individual",10
France,Fencing,Summer,"Fencing Men's Sabre, Team",30
France,Fencing,Summer,"Fencing Men's epee, Individual",24
France,Fencing,Summer,"Fencing Men's epee, Masters and Amateurs, Individual",2
France,Fencing,Summer,"Fencing Men's epee, Masters, Individual",3
France,Fencing,Summer,"Fencing Men's epee, Team",91
France,Fencing,Summer,"Fencing Women's Foil, Individual",2
France,Fencing,Summer,"Fencing Women's Foil, Team",15
France,Fencing,Summer,"Fencing Women's epee, Individual",5
France,Fencing,Summer,"Fencing Women's epee, Team",7
France,Figure Skating,Winter,Figure Skating Men's Singles,5
France,Figure Skating,Winter,Figure Skating Mixed Ice Dancing,6
France,Figure Skating,Winter,Figure Skating Mixed Pairs,6
France,Figure Skating,Winter,Figure Skating Women's Singles,1
France,Football,Summer,Football Men's Football,32
France,Freestyle Skiing,Winter,Freestyle Skiing Men's Aerials,1
France,Freestyle Skiing,Winter,Freestyle Skiing Men's Halfpipe,1
France,Freestyle Skiing,Winter,Freestyle Skiing Men's Moguls,4
France,Freestyle Skiing,Winter,Freestyle Skiing Men's Ski Cross,3
France,Freestyle Skiing,Winter,Freestyle Skiing Women's Halfpipe,1
France,Freestyle Skiing,Winter,Freestyle Skiing Women's Moguls,1
France,Freestyle Skiing,Winter,Freestyle Skiing Women's Ski Cross,1
France,Gymnastics,Summer,Gymnastics Men's Floor Exercise,1
France,Gymnastics,Summer,Gymnastics Men's Horizontal Bar,3
France,Gymnastics,Summer,Gymnastics Men's Horse Vault,1
France,Gymnastics,Summer,Gymnastics Men's Individual All-Around,10
France,Gymnastics,Summer,"Gymnastics Men's Individual All-Around, 5 Events",2
France,Gymnastics,Summer,Gymnastics Men's Parallel Bars,1
France,Gymnastics,Summer,Gymnastics Men's Pommelled Horse,1
France,Gymnastics,Summer,Gymnastics Men's Rope Climbing,1
France,Gymnastics,Summer,Gymnastics Men's Side Horse,3
France,Gymnastics,Summer,Gymnastics Men's Team All-Around,34
France,Gymnastics,Summer,Gymnastics Women's Uneven Bars,1
France,Handball,Summer,Handball Men's Handball,61
France,Handball,Summer,Handball Women's Handball,16
France,Judo,Summer,Judo Men's Extra-Lightweight,1
France,Judo,Summer,Judo Men's Half-Heavyweight,3
France,Judo,Summer,Judo Men's Half-Lightweight,4
France,Judo,Summer,Judo Men's Half-Middleweight,5
France,Judo,Summer,Judo Men's Heavyweight,8
France,Judo,Summer,Judo Men's Lightweight,4
France,Judo,Summer,Judo Men's Middleweight,3
France,Judo,Summer,Judo Men's Open Class,2
France,Judo,Summer,Judo Women's Extra-Lightweight,2
France,Judo,Summer,Judo Women's Half-Heavyweight,5
France,Judo,Summer,Judo Women's Half-Lightweight,2
France,Judo,Summer,Judo Women's Half-Middleweight,5
France,Judo,Summer,Judo Women's Heavyweight,3
France,Judo,Summer,Judo Women's Lightweight,1
France,Judo,Summer,Judo Women's Middleweight,1
France,Military Ski Patrol,Winter,Military Ski Patrol Men's Military Ski Patrol,4
France,Modern Pentathlon,Summer,Modern Pentathlon Men's Team,6
France,Modern Pentathlon,Summer,Modern Pentathlon Women's Individual,1
France,Motorboating,Summer,Motorboating Mixed A-Class (Open),1
France,Nordic Combined,Winter,Nordic Combined Men's Individual,2
France,Nordic Combined,Winter,"Nordic Combined Men's Normal Hill / 10 km, Individual",1
France,Nordic Combined,Winter,Nordic Combined Men's Team,4
France,Polo,Summer,Polo Men's Polo,4
France,Rowing,Summer,Rowing Men's Coxed Fours,34
France,Rowing,Summer,Rowing Men's Coxed Pairs,23
France,Rowing,Summer,Rowing Men's Coxed Pairs (1 kilometres),3
France,Rowing,Summer,Rowing Men's Coxed Pairs (1 mile),3
France,Rowing,Summer,Rowing Men's Coxless Fours,16
France,Rowing,Summer,Rowing Men's Coxless Pairs,8
France,Rowing,Summer,Rowing Men's Double Sculls,8
France,Rowing,Summer,Rowing Men's Lightweight Coxless Fours,8
France,Rowing,Summer,Rowing Men's Lightweight Double Sculls,6
France,Rowing,Summer,Rowing Men's Quadruple Sculls,4
France,Rowing,Summer,Rowing Men's Single Sculls,4
France,Rowing,Summer,Rowing Women's Coxless Pairs,2
France,Rugby,Summer,Rugby Men's Rugby,49
France,Sailing,Summer,Sailing Men's One Person Heavyweight Dinghy,1
France,Sailing,Summer,Sailing Men's Two Person Dinghy,4
France,Sailing,Summer,Sailing Men's Two Person Keelboat,2
France,Sailing,Summer,Sailing Men's Windsurfer,3
France,Sailing,Summer,Sailing Mixed 0-0.5 Ton,9
France,Sailing,Summer,Sailing Mixed 0.5-1 Ton,15
France,Sailing,Summer,Sailing Mixed 1-2 Ton,8
France,Sailing,Summer,Sailing Mixed 10-20 Ton,3
France,Sailing,Summer,Sailing Mixed 2-3 Ton,10
France,Sailing,Summer,Sailing Mixed 3-10 Ton,6
France,Sailing,Summer,Sailing Mixed 6 metres,6
France,Sailing,Summer,Sailing Mixed 6.5 metres,3
France,Sailing,Summer,Sailing Mixed 8 metres,11
France,Sailing,Summer,Sailing Mixed Multihull,4
France,Sailing,Summer,Sailing Mixed One Person Dinghy,3
France,Sailing,Summer,Sailing Mixed Open,1
France,Sailing,Summer,Sailing Mixed Two Person Dinghy,2
France,Sailing,Summer,Sailing Mixed Two Person Heavyweight Dinghy,2
France,Sailing,Summer,Sailing Women's Two Person Dinghy,2
France,Sailing,Summer,Sailing Women's Windsurfer,2
France,Shooting,Summer,"Shooting Men's Air Pistol, 10 metres",1
France,Shooting,Summer,"Shooting Men's Air Rifle, 10 metres",4
France,Shooting,Summer,Shooting Men's Dueling Pistol Au Vise 20 metres,2
France,Shooting,Summer,"Shooting Men's Free Pistol, 25 metres",2
France,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",3
France,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres, Team",5
France,Shooting,Summer,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",5
France,Shooting,Summer,"Shooting Men's Free Rifle, Any Position, 300 metres",1
France,Shooting,Summer,"Shooting Men's Free Rifle, Prone, 300 metres",1
France,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres",1
France,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",16
France,Shooting,Summer,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",3
France,Shooting,Summer,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",1
France,Shooting,Summer,"Shooting Men's Military Rifle, Any Position, 600 metres",1
France,Shooting,Summer,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",1
France,Shooting,Summer,"Shooting Men's Military Rifle, Prone, 300 metres",1
France,Shooting,Summer,"Shooting Men's Military Rifle, Prone, 300 metres, Team",5
France,Shooting,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
France,Shooting,Summer,Shooting Men's Skeet,1
France,Shooting,Summer,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",4
France,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2
France,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2
France,Shooting,Summer,Shooting Men's Trap,2
France,Shooting,Summer,Shooting Mixed Trap,1
France,Shooting,Summer,"Shooting Women's Air Pistol, 10 metres",1
France,Shooting,Summer,Shooting Women's Trap,2
France,Ski Jumping,Winter,"Ski Jumping Women's Normal Hill, Individual",1
France,Snowboarding,Winter,Snowboarding Men's Boardercross,3
France,Snowboarding,Winter,Snowboarding Men's Parallel Giant Slalom,1
France,Snowboarding,Winter,Snowboarding Women's Boardercross,2
France,Snowboarding,Winter,Snowboarding Women's Giant Slalom,1
France,Snowboarding,Winter,Snowboarding Women's Halfpipe,1
France,Snowboarding,Winter,Snowboarding Women's Parallel Giant Slalom,2
France,Swimming,Summer,Swimming Men's 10 kilometres Open Water,1
France,Swimming,Summer,Swimming Men's 100 metres Backstroke,2
France,Swimming,Summer,Swimming Men's 100 metres Breaststroke,2
France,Swimming,Summer,Swimming Men's 100 metres Freestyle,3
France,Swimming,Summer,Swimming Men's 200 metres Backstroke,1
France,Swimming,Summer,Swimming Men's 200 metres Breaststroke,1
France,Swimming,Summer,Swimming Men's 200 metres Butterfly,1
France,Swimming,Summer,Swimming Men's 200 metres Freestyle,1
France,Swimming,Summer,Swimming Men's 200 metres Team Swimming,9
France,Swimming,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,18
France,Swimming,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,13
France,Swimming,Summer,"Swimming Men's 4,000 metres Freestyle",1
France,Swimming,Summer,Swimming Men's 400 metres Freestyle,3
France,Swimming,Summer,Swimming Men's 50 metres Freestyle,4
France,Swimming,Summer,Swimming Men's Underwater Swimming,2
France,Swimming,Summer,Swimming Women's 100 metres Backstroke,2
France,Swimming,Summer,Swimming Women's 100 metres Breaststroke,1
France,Swimming,Summer,Swimming Women's 100 metres Butterfly,1
France,Swimming,Summer,Swimming Women's 100 metres Freestyle,1
France,Swimming,Summer,Swimming Women's 200 metres Backstroke,1
France,Swimming,Summer,Swimming Women's 200 metres Freestyle,2
France,Swimming,Summer,Swimming Women's 4 x 200 metres Freestyle Relay,6
France,Swimming,Summer,Swimming Women's 400 metres Freestyle,2
France,Swimming,Summer,Swimming Women's 50 metres Freestyle,1
France,Swimming,Summer,Swimming Women's 800 metres Freestyle,1
France,Synchronized Swimming,Summer,Synchronized Swimming Women's Duet,2
France,Table Tennis,Summer,Table Tennis Men's Doubles,2
France,Table Tennis,Summer,Table Tennis Men's Singles,1
France,Taekwondo,Summer,Taekwondo Men's Heavyweight,2
France,Taekwondo,Summer,Taekwondo Women's Featherweight,1
France,Taekwondo,Summer,Taekwondo Women's Heavyweight,2
France,Taekwondo,Summer,Taekwondo Women's Welterweight,2
France,Tennis,Summer,Tennis Men's Doubles,17
France,Tennis,Summer,"Tennis Men's Doubles, Covered Courts",2
France,Tennis,Summer,Tennis Men's Singles,4
France,Tennis,Summer,"Tennis Men's Singles, Covered Courts",1
France,Tennis,Summer,Tennis Mixed Doubles,7
France,Tennis,Summer,Tennis Women's Doubles,2
France,Tennis,Summer,Tennis Women's Singles,5
France,Tug-Of-War,Summer,Tug-Of-War Men's Tug-Of-War,5
France,Water Polo,Summer,Water Polo Men's Water Polo,30
France,Weightlifting,Summer,Weightlifting Men's Featherweight,1
France,Weightlifting,Summer,Weightlifting Men's Heavyweight,1
France,Weightlifting,Summer,Weightlifting Men's Light-Heavyweight,5
France,Weightlifting,Summer,Weightlifting Men's Lightweight,5
France,Weightlifting,Summer,Weightlifting Men's Middle-Heavyweight,1
France,Weightlifting,Summer,Weightlifting Men's Middleweight,2
France,Weightlifting,Summer,"Weightlifting Men's Unlimited, Two Hands",1
France,Wrestling,Summer,"Wrestling Men's Bantamweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Men's Bantamweight, Greco-Roman",1
France,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",1
France,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Men's Lightweight, Freestyle",2
France,Wrestling,Summer,"Wrestling Men's Lightweight, Greco-Roman",1
France,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Men's Middleweight, Greco-Roman",1
France,Wrestling,Summer,"Wrestling Men's Welterweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Men's Welterweight, Greco-Roman",4
France,Wrestling,Summer,"Wrestling Women's Lightweight, Freestyle",1
France,Wrestling,Summer,"Wrestling Women's Middleweight, Freestyle",1
Gabon,Taekwondo,Summer,Taekwondo Men's Heavyweight,1
Georgia,Boxing,Summer,Boxing Men's Heavyweight,1
Georgia,Judo,Summer,Judo Men's Extra-Lightweight,1
Georgia,Judo,Summer,Judo Men's Half-Lightweight,2
Georgia,Judo,Summer,Judo Men's Half-Middleweight,1
Georgia,Judo,Summer,Judo Men's Lightweight,1
Georgia,Judo,Summer,Judo Men's Middleweight,3
Georgia,Shooting,Summer,"Shooting Women's Air Pistol, 10 metres",1
Georgia,Weightlifting,Summer,Weightlifting Men's Light-Heavyweight,2
Georgia,Weightlifting,Summer,Weightlifting Men's Super-Heavyweight,2
Georgia,Wrestling,Summer,"Wrestling Men's Featherweight, Freestyle",2
Georgia,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",3
Georgia,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",1
Georgia,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",3
Georgia,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
Georgia,Wrestling,Summer,"Wrestling Men's Lightweight, Greco-Roman",2
Georgia,Wrestling,Summer,"Wrestling Men's Middleweight, Greco-Roman",1
Georgia,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Freestyle",2
Georgia,Wrestling,Summer,"Wrestling Men's Welterweight, Freestyle",1
Georgia,Wrestling,Summer,"Wrestling Men's Welterweight, Greco-Roman",2
Germany,Alpine Skiing,Winter,Alpine Skiing Men's Combined,2
Germany,Alpine Skiing,Winter,Alpine Skiing Men's Downhill,2
Germany,Alpine Skiing,Winter,Alpine Skiing Men's Giant Slalom,1
Germany,Alpine Skiing,Winter,Alpine Skiing Men's Slalom,1
Germany,Alpine Skiing,Winter,Alpine Skiing Men's Super G,1
Germany,Alpine Skiing,Winter,Alpine Skiing Women's Combined,8
Germany,Alpine Skiing,Winter,Alpine Skiing Women's Downhill,6
Germany,Alpine Skiing,Winter,Alpine Skiing Women's Giant Slalom,9
Germany,Alpine Skiing,Winter,Alpine Skiing Women's Slalom,8
Germany,Alpine Skiing,Winter,Alpine Skiing Women's Super G,2
Germany,Alpinism,Summer,Alpinism Mixed Alpinism,2
Germany,Archery,Summer,Archery Women's Individual,1
Germany,Archery,Summer,Archery Women's Team,6
Germany,Art Competitions,Summer,"Art Competitions Mixed Architecture, Architectural Designs",3
Germany,Art Competitions,Summer,"Art Competitions Mixed Architecture, Designs For Town Planning",5
Germany,Art Competitions,Summer,Art Competitions Mixed Literature,2
Germany,Art Competitions,Summer,"Art Competitions Mixed Literature, Epic Works",2
Germany,Art Competitions,Summer,"Art Competitions Mixed Literature, Lyric Works",2
Germany,Art Competitions,Summer,"Art Competitions Mixed Music, Compositions For Orchestra",1
Germany,Art Competitions,Summer,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",3
Germany,Art Competitions,Summer,"Art Competitions Mixed Painting, Applied Arts",1
Germany,Art Competitions,Summer,"Art Competitions Mixed Painting, Graphic Arts",2
Germany,Art Competitions,Summer,"Art Competitions Mixed Painting, Paintings",1
Germany,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Medals And Reliefs",1
Germany,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Reliefs",1
Germany,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Statues",2
Germany,Athletics,Summer,"Athletics Men's 1,500 metres",6
Germany,Athletics,Summer,"Athletics Men's 1,600 metres Medley Relay",4
Germany,Athletics,Summer,"Athletics Men's 10,000 metres",1
Germany,Athletics,Summer,Athletics Men's 100 metres,4
Germany,Athletics,Summer,Athletics Men's 110 metres Hurdles,3
Germany,Athletics,Summer,Athletics Men's 20 kilometres Walk,7
Germany,Athletics,Summer,Athletics Men's 200 metres,1
Germany,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",2
Germany,Athletics,Summer,"Athletics Men's 3,000 metres Walk",1
Germany,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,28
Germany,Athletics,Summer,Athletics Men's 4 x 400 metres Relay,34
Germany,Athletics,Summer,Athletics Men's 400 metres,5
Germany,Athletics,Summer,Athletics Men's 400 metres Hurdles,3
Germany,Athletics,Summer,"Athletics Men's 5,000 metres",7
Germany,Athletics,Summer,Athletics Men's 50 kilometres Walk,6
Germany,Athletics,Summer,Athletics Men's 800 metres,4
