Event,Sport,Season,Year,0
Judo Men's Half-Middleweight,Judo,Summer,1984,38
Judo Men's Half-Middleweight,Judo,Summer,1988,41
Judo Men's Half-Middleweight,Judo,Summer,1992,42
Judo Men's Half-Middleweight,Judo,Summer,1996,34
Judo Men's Half-Middleweight,Judo,Summer,2000,37
Judo Men's Half-Middleweight,Judo,Summer,2004,32
Judo Men's Half-Middleweight,Judo,Summer,2008,35
Judo Men's Half-Middleweight,Judo,Summer,2012,33
Judo Men's Half-Middleweight,Judo,Summer,2016,33
Judo Men's Heavyweight,Judo,Summer,1964,14
Judo Men's Heavyweight,Judo,Summer,1972,19
Judo Men's Heavyweight,Judo,Summer,1976,19
Judo Men's Heavyweight,Judo,Summer,1980,16
Judo Men's Heavyweight,Judo,Summer,1984,16
Judo Men's Heavyweight,Judo,Summer,1988,26
Judo Men's Heavyweight,Judo,Summer,1992,28
Judo Men's Heavyweight,Judo,Summer,1996,33
Judo Men's Heavyweight,Judo,Summer,2000,32
Judo Men's Heavyweight,Judo,Summer,2004,33
Judo Men's Heavyweight,Judo,Summer,2008,34
Judo Men's Heavyweight,Judo,Summer,2012,31
Judo Men's Heavyweight,Judo,Summer,2016,31
Judo Men's Lightweight,Judo,Summer,1964,24
Judo Men's Lightweight,Judo,Summer,1972,29
Judo Men's Lightweight,Judo,Summer,1976,27
Judo Men's Lightweight,Judo,Summer,1980,30
Judo Men's Lightweight,Judo,Summer,1984,31
Judo Men's Lightweight,Judo,Summer,1988,41
Judo Men's Lightweight,Judo,Summer,1992,44
Judo Men's Lightweight,Judo,Summer,1996,35
Judo Men's Lightweight,Judo,Summer,2000,34
Judo Men's Lightweight,Judo,Summer,2004,33
Judo Men's Lightweight,Judo,Summer,2008,32
Judo Men's Lightweight,Judo,Summer,2012,34
Judo Men's Lightweight,Judo,Summer,2016,35
Judo Men's Middleweight,Judo,Summer,1964,25
Judo Men's Middleweight,Judo,Summer,1972,35
Judo Men's Middleweight,Judo,Summer,1976,27
Judo Men's Middleweight,Judo,Summer,1980,25
Judo Men's Middleweight,Judo,Summer,1984,29
Judo Men's Middleweight,Judo,Summer,1988,36
Judo Men's Middleweight,Judo,Summer,1992,33
Judo Men's Middleweight,Judo,Summer,1996,33
Judo Men's Middleweight,Judo,Summer,2000,32
Judo Men's Middleweight,Judo,Summer,2004,32
Judo Men's Middleweight,Judo,Summer,2008,31
Judo Men's Middleweight,Judo,Summer,2012,30
Judo Men's Middleweight,Judo,Summer,2016,34
Judo Men's Open Class,Judo,Summer,1964,9
Judo Men's Open Class,Judo,Summer,1972,26
Judo Men's Open Class,Judo,Summer,1976,23
Judo Men's Open Class,Judo,Summer,1980,18
Judo Men's Open Class,Judo,Summer,1984,15
Judo Women's Extra-Lightweight,Judo,Summer,1992,22
Judo Women's Extra-Lightweight,Judo,Summer,1996,23
Judo Women's Extra-Lightweight,Judo,Summer,2000,23
Judo Women's Extra-Lightweight,Judo,Summer,2004,22
Judo Women's Extra-Lightweight,Judo,Summer,2008,23
Judo Women's Extra-Lightweight,Judo,Summer,2012,19
Judo Women's Extra-Lightweight,Judo,Summer,2016,23
Judo Women's Half-Heavyweight,Judo,Summer,1992,22
Judo Women's Half-Heavyweight,Judo,Summer,1996,21
Judo Women's Half-Heavyweight,Judo,Summer,2000,23
Judo Women's Half-Heavyweight,Judo,Summer,2004,21
Judo Women's Half-Heavyweight,Judo,Summer,2008,21
Judo Women's Half-Heavyweight,Judo,Summer,2012,21
Judo Women's Half-Heavyweight,Judo,Summer,2016,18
Judo Women's Half-Lightweight,Judo,Summer,1992,25
Judo Women's Half-Lightweight,Judo,Summer,1996,21
Judo Women's Half-Lightweight,Judo,Summer,2000,23
Judo Women's Half-Lightweight,Judo,Summer,2004,24
Judo Women's Half-Lightweight,Judo,Summer,2008,22
Judo Women's Half-Lightweight,Judo,Summer,2012,23
Judo Women's Half-Lightweight,Judo,Summer,2016,21
Judo Women's Half-Middleweight,Judo,Summer,1992,29
Judo Women's Half-Middleweight,Judo,Summer,1996,24
Judo Women's Half-Middleweight,Judo,Summer,2000,22
Judo Women's Half-Middleweight,Judo,Summer,2004,22
Judo Women's Half-Middleweight,Judo,Summer,2008,25
Judo Women's Half-Middleweight,Judo,Summer,2012,24
Judo Women's Half-Middleweight,Judo,Summer,2016,26
Judo Women's Heavyweight,Judo,Summer,1992,21
Judo Women's Heavyweight,Judo,Summer,1996,20
Judo Women's Heavyweight,Judo,Summer,2000,24
Judo Women's Heavyweight,Judo,Summer,2004,22
Judo Women's Heavyweight,Judo,Summer,2008,21
Judo Women's Heavyweight,Judo,Summer,2012,20
Judo Women's Heavyweight,Judo,Summer,2016,17
Judo Women's Lightweight,Judo,Summer,1992,23
Judo Women's Lightweight,Judo,Summer,1996,22
Judo Women's Lightweight,Judo,Summer,2000,23
Judo Women's Lightweight,Judo,Summer,2004,23
Judo Women's Lightweight,Judo,Summer,2008,22
Judo Women's Lightweight,Judo,Summer,2012,24
Judo Women's Lightweight,Judo,Summer,2016,23
Judo Women's Middleweight,Judo,Summer,1992,21
Judo Women's Middleweight,Judo,Summer,1996,20
Judo Women's Middleweight,Judo,Summer,2000,23
Judo Women's Middleweight,Judo,Summer,2004,23
Judo Women's Middleweight,Judo,Summer,2008,22
Judo Women's Middleweight,Judo,Summer,2012,22
Judo Women's Middleweight,Judo,Summer,2016,23
Lacrosse Men's Lacrosse,Lacrosse,Summer,1904,36
Lacrosse Men's Lacrosse,Lacrosse,Summer,1908,24
Luge Men's Singles,Luge,Winter,1964,38
Luge Men's Singles,Luge,Winter,1968,50
Luge Men's Singles,Luge,Winter,1972,45
Luge Men's Singles,Luge,Winter,1976,43
Luge Men's Singles,Luge,Winter,1980,30
Luge Men's Singles,Luge,Winter,1984,32
Luge Men's Singles,Luge,Winter,1988,38
Luge Men's Singles,Luge,Winter,1992,34
Luge Men's Singles,Luge,Winter,1994,33
Luge Men's Singles,Luge,Winter,1998,34
Luge Men's Singles,Luge,Winter,2002,50
Luge Men's Singles,Luge,Winter,2006,36
Luge Men's Singles,Luge,Winter,2010,38
Luge Men's Singles,Luge,Winter,2014,39
Luge Mixed (Men)'s Doubles,Luge,Winter,1964,30
Luge Mixed (Men)'s Doubles,Luge,Winter,1968,30
Luge Mixed (Men)'s Doubles,Luge,Winter,1972,40
Luge Mixed (Men)'s Doubles,Luge,Winter,1976,50
Luge Mixed (Men)'s Doubles,Luge,Winter,1980,38
Luge Mixed (Men)'s Doubles,Luge,Winter,1984,30
Luge Mixed (Men)'s Doubles,Luge,Winter,1988,36
Luge Mixed (Men)'s Doubles,Luge,Winter,1992,40
Luge Mixed (Men)'s Doubles,Luge,Winter,1994,40
Luge Mixed (Men)'s Doubles,Luge,Winter,1998,34
Luge Mixed (Men)'s Doubles,Luge,Winter,2002,38
Luge Mixed (Men)'s Doubles,Luge,Winter,2006,42
Luge Mixed (Men)'s Doubles,Luge,Winter,2010,40
Luge Mixed (Men)'s Doubles,Luge,Winter,2014,38
Luge Mixed Team Relay,Luge,Winter,2014,48
Luge Women's Singles,Luge,Winter,1964,17
Luge Women's Singles,Luge,Winter,1968,26
Luge Women's Singles,Luge,Winter,1972,22
Luge Women's Singles,Luge,Winter,1976,26
Luge Women's Singles,Luge,Winter,1980,26
Luge Women's Singles,Luge,Winter,1984,27
Luge Women's Singles,Luge,Winter,1988,24
Luge Women's Singles,Luge,Winter,1992,24
Luge Women's Singles,Luge,Winter,1994,25
Luge Women's Singles,Luge,Winter,1998,29
Luge Women's Singles,Luge,Winter,2002,29
Luge Women's Singles,Luge,Winter,2006,30
Luge Women's Singles,Luge,Winter,2010,29
Luge Women's Singles,Luge,Winter,2014,31
Military Ski Patrol Men's Military Ski Patrol,Military Ski Patrol,Winter,1924,24
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1912,32
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1920,23
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1924,38
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1928,37
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1932,25
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1936,42
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1948,45
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1952,51
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1956,40
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1960,60
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1964,37
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1968,48
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1972,59
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1976,47
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1980,43
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1984,52
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1988,65
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1992,66
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,1996,32
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,2000,24
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,2004,32
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,2008,36
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,2012,36
Modern Pentathlon Men's Individual,Modern Pentathlon,Summer,2016,36
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1952,48
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1956,36
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1960,51
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1964,33
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1968,45
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1972,57
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1976,42
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1980,36
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1984,51
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1988,57
Modern Pentathlon Men's Team,Modern Pentathlon,Summer,1992,51
Modern Pentathlon Women's Individual,Modern Pentathlon,Summer,2000,24
Modern Pentathlon Women's Individual,Modern Pentathlon,Summer,2004,32
Modern Pentathlon Women's Individual,Modern Pentathlon,Summer,2008,36
Modern Pentathlon Women's Individual,Modern Pentathlon,Summer,2012,36
Modern Pentathlon Women's Individual,Modern Pentathlon,Summer,2016,36
Motorboating Mixed A-Class (Open),Motorboating,Summer,1908,7
Motorboating Mixed B-Class (Under 60 Feet),Motorboating,Summer,1908,5
Motorboating Mixed C-Class,Motorboating,Summer,1908,5
Nordic Combined Men's Individual,Nordic Combined,Winter,1924,30
Nordic Combined Men's Individual,Nordic Combined,Winter,1928,35
Nordic Combined Men's Individual,Nordic Combined,Winter,1932,33
Nordic Combined Men's Individual,Nordic Combined,Winter,1936,51
Nordic Combined Men's Individual,Nordic Combined,Winter,1948,39
Nordic Combined Men's Individual,Nordic Combined,Winter,1952,25
Nordic Combined Men's Individual,Nordic Combined,Winter,1956,36
Nordic Combined Men's Individual,Nordic Combined,Winter,1960,33
Nordic Combined Men's Individual,Nordic Combined,Winter,1964,32
Nordic Combined Men's Individual,Nordic Combined,Winter,1968,41
Nordic Combined Men's Individual,Nordic Combined,Winter,1972,40
Nordic Combined Men's Individual,Nordic Combined,Winter,1976,34
Nordic Combined Men's Individual,Nordic Combined,Winter,1980,31
Nordic Combined Men's Individual,Nordic Combined,Winter,1984,28
Nordic Combined Men's Individual,Nordic Combined,Winter,1988,43
Nordic Combined Men's Individual,Nordic Combined,Winter,1992,45
Nordic Combined Men's Individual,Nordic Combined,Winter,1994,53
Nordic Combined Men's Individual,Nordic Combined,Winter,1998,48
Nordic Combined Men's Individual,Nordic Combined,Winter,2002,45
Nordic Combined Men's Individual,Nordic Combined,Winter,2006,50
"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined,Winter,2010,46
"Nordic Combined Men's Large Hill / 10 km, Individual",Nordic Combined,Winter,2014,46
"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined,Winter,2010,45
"Nordic Combined Men's Normal Hill / 10 km, Individual",Nordic Combined,Winter,2014,46
Nordic Combined Men's Sprint,Nordic Combined,Winter,2002,40
Nordic Combined Men's Sprint,Nordic Combined,Winter,2006,48
Nordic Combined Men's Team,Nordic Combined,Winter,1988,32
Nordic Combined Men's Team,Nordic Combined,Winter,1992,33
Nordic Combined Men's Team,Nordic Combined,Winter,1994,36
Nordic Combined Men's Team,Nordic Combined,Winter,1998,44
Nordic Combined Men's Team,Nordic Combined,Winter,2002,40
Nordic Combined Men's Team,Nordic Combined,Winter,2006,40
Nordic Combined Men's Team,Nordic Combined,Winter,2010,40
Nordic Combined Men's Team,Nordic Combined,Winter,2014,36
Polo Men's Polo,Polo,Summer,1900,21
Polo Men's Polo,Polo,Summer,1908,12
Polo Men's Polo,Polo,Summer,1920,17
Polo Men's Polo,Polo,Summer,1924,24
Polo Men's Polo,Polo,Summer,1936,21
Racquets Men's Doubles,Racquets,Summer,1908,6
Racquets Men's Singles,Racquets,Summer,1908,6
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,1996,53
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,2000,60
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,2004,60
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,2008,71
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,2012,71
Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Summer,2016,70
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,1984,33
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,1988,39
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,1992,42
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,1996,37
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,2000,24
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,2004,24
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,2008,24
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,2012,24
Rhythmic Gymnastics Women's Individual,Rhythmic Gymnastics,Summer,2016,26
Roque Men's Singles,Roque,Summer,1904,4
Rowing Men's 17-Man Naval Rowing Boats,Rowing,Summer,1906,85
Rowing Men's 6-Man Naval Rowing Boats,Rowing,Summer,1906,28
Rowing Men's Coxed Eights,Rowing,Summer,1900,44
Rowing Men's Coxed Eights,Rowing,Summer,1904,18
Rowing Men's Coxed Eights,Rowing,Summer,1908,54
Rowing Men's Coxed Eights,Rowing,Summer,1912,99
Rowing Men's Coxed Eights,Rowing,Summer,1920,72
Rowing Men's Coxed Eights,Rowing,Summer,1924,90
